fluid,mirna,pvalue,log2fc,cohens_d,fluid_mean,other_mean,fluid_std,other_std,padj,fdr,specificity_score,detection_rate,fluid_min,fluid_max,other_max,score
blood,hsa-miR-182_st,0.0010631149171586,7.259465886251161,5.498224853265775,10.418262781038662,3.1587968947875007,0.6847001650904078,1.7371595142364742,1.0,0.07068671929578063,1.5417859880010298,1.0,9.72567282764676,11.561101883013,6.30454229277913,118.68159838684235
blood,hsa-miR-4500_st,0.0010631149171586,3.658240565587466,10.566728593609335,4.273509407880118,0.6152688422926522,0.4386927095628359,0.2173998947583048,1.0,0.07068671929578063,3.40073149295957,1.0,3.73989979683857,4.71862126746383,1.09267447006677,114.93942900187757
blood,hsa-miR-192_st,0.0010631149171586,6.287420066054104,5.964044527655446,7.812452678266004,1.5250326122118991,0.2423313854348421,1.4710671918284413,1.0,0.07068671929578063,1.2884654132342357,1.0,7.51338142876136,8.04069946045555,5.82902474330031,111.4986413446718
blood,hsa-miR-183_st,0.0010631149171586,5.860123705826877,6.204829415992129,7.395908401392823,1.5357846955659469,0.7798953951763401,1.0843053413103274,1.0,0.07068671929578063,1.6135642511979071,1.0,6.61055130385812,8.62427470580151,4.09306022765628,108.11671747294623
blood,hsa-miR-375_st,0.0010631149171586,-8.088587012620792,-4.472446736170172,0.6482671494687164,8.736854162089509,0.1795734950519501,2.551346335630533,1.0,0.07068671929578063,0.0330218764205407,1.0,0.373771289423138,0.847121900735019,11.6117287151017,107.56576251815254
blood,hsa-miR-1287_st,0.0010631149171586,3.777345055110654,9.032685279739583,4.707945565824728,0.9306005107140736,0.4788779544947982,0.3470380875046842,1.0,0.07068671929578063,2.6552176868436703,1.0,3.91703743123037,5.2570944028823,1.4689888794009,101.45180045345263
blood,hsa-miR-548q_st,0.0010631149171586,3.7879573874085346,8.999431649298385,4.886105145219273,1.098147757810738,0.3886933633196837,0.4508316343008177,1.0,0.07068671929578063,2.358917401071447,1.0,4.55491784622375,5.6313687153199,1.92517494260304,101.36228423258227
blood,hsa-miR-29b-2-star_st,0.0010631149171586,5.062530588978852,6.516304406726152,6.377829849926583,1.31529926094773,0.2078982213039415,1.0788568398387317,1.0,0.07068671929578063,1.320485327033211,1.0,6.08072353876006,6.68965657680286,4.60248861616989,98.09011545197679
blood,hsa-miR-15a_st,0.0010631149171586,6.678093925864973,4.7593776810490915,8.872756182586583,2.1946622567216107,0.2681576139349214,1.9661433455635149,1.0,0.07068671929578063,1.1927193242524845,1.0,8.46937418769744,9.21679626144858,7.09927878443802,94.50589818890869
blood,hsa-miR-500a_st,0.0010631149171586,6.007379451220837,5.141122606484165,8.096322356641739,2.0889429054209026,0.2705800594048632,1.6301995719931313,1.0,0.07068671929578063,1.2690947804010675,1.0,7.71264536355585,8.51890936072367,6.07516044886363,91.83310045435947
blood,hsa-miR-660_st,0.0010631149171586,5.4076455945858495,5.549956084031645,7.426713125577521,2.019067530991672,0.2830800304063764,1.3485598849029177,1.0,0.07068671929578063,1.2471249355547969,1.0,6.95857484209263,7.76815553196696,5.57771189912307,89.23885495642305
blood,hsa-miR-20b_st,0.0010631149171586,7.136452247646327,3.7542569641272032,10.95967438098228,3.8232221333359537,0.2744243943224937,2.6742293966050448,1.0,0.07068671929578063,1.2164963269414235,1.0,10.4768309801653,11.3056327523206,8.61052005247876,79.66408650656933
blood,hsa-miR-532-5p_st,0.0010631149171586,7.024351529843199,3.694808457216466,10.177945150261577,3.153593620418376,0.1863051689168553,2.682156583575535,1.0,0.07068671929578063,1.200185655107472,1.0,9.94827439596427,10.3988914005514,8.2872783032243,77.17104617701342
blood,hsa-miR-151-3p_st,0.0010631149171586,5.738343364615167,4.33703617463946,8.637298418341388,2.8989550537262208,0.2746625032192424,1.85088111739913,1.0,0.07068671929578063,1.358112079471519,1.0,8.29800863337534,9.13413406888135,6.10732180204761,74.00069480595346
blood,hsa-miR-339-3p_st,0.0010631149171586,5.787006221694233,4.216393071170548,8.47370841817873,2.686702196484496,0.4718208694681167,1.8827921637764449,1.0,0.07068671929578063,1.3059533391620397,1.0,7.9632619226222,9.29694654035956,6.09531914389699,72.55231285151793
blood,hsa-miR-4668-5p_st,0.0010631149171586,-5.112745451035774,-4.721995373359091,6.295185094664884,11.407930545700658,0.7729543676747499,1.321832523536585,1.0,0.07068671929578063,0.4225163249789047,1.0,5.38134265569154,7.38074074814702,12.7500812961741,71.7853710514234
blood,hp_hsa-mir-548ai_st,0.0010631149171586,-4.80279094292271,-4.864892975291092,6.502380016496805,11.305170959419517,0.6191995243617489,1.2513418721645944,1.0,0.07068671929578063,0.4517759200543763,1.0,5.70457739565864,7.33750765934107,12.6391411825819,69.47414245267477
